"lat","lng","name","url","descr","access","waves","wind","positives","negatives","level","bottom"
"46.6376","-1.89473","La Sauzaie, Bretignolles","/surf-info/la-sauzaie-bretignolles-s1039.html","La Sauzaie est « Le » spot référence de la région. Ce spot de « reef » offre de jolis « peaks » surfables uniquement à mi-marée et à marée haute. A la Sauzaie, les vagues rivalisent largement avec les vagues landaises et basques. Régulièrement entre 1 et 2 mètres de haut, elles permettent aux surfeurs d'enchaîner les figures à moins de 20m de la côte.","Corniche entre Bretignolles et St Gille Croix de Vie, lieu-dit La Sauzaie","ENE","O","- L'un des rares spots de reef en France !","- La difficulté","Expérimenté","Sand / Reef"
"47.8404","-4.35142","La Torche","/surf-info/la-torche-s1040.html","La Torche est surement le spot de surf le plus connu de toute la Bretagne. L'immense plage orientée plein ouest garantit une fréquence de vagues optimale et plusieurs pics en fonctions des bancs de sables. Un chenal, situé près de la pointe de la Torche, permet de rejoindre le large très facilement en offrant un abri contre les vents de sud. N'oubliez tout de même pas d'en sortir avant de finir trop au large ! Ce spot offre parfois des vagues puissantes pouvant atteindre 3 mètres, 3.5 mètres...","Depuis Quimper, prendre la direction de Pont l'Abbé puis, Plomeur. Se diriger ensuite vers la Pointe de Penmarc'h par la D785 puis la Torche (sur la droite) jusqu'au grand parking.","E","O","- L'ascenseur (le chenal) permet de se rendre au large et de passer la barre plus aisément , - Ce spot fonctionne régulièrement,  ","- Baïnes et courants latéraux importants, - Fréquentation quand le spot marche bien ,  ","Tous niveaux","Sand"
"46.3391","-1.44015","La Tranche Sur Mer","/surf-info/la-tranche-mer-s1041.html","Spot de repli par excellence, ces mini-droites longues et creuses ne fonctionnent réellement qu'une vingtaine de fois dans l'année sur les énormes houles (4-5m, 13-14sec) d'Ouest à Sud-Ouest qui s'enfoncent dans la baie, pètent sur des récifs au large et reforment au bord, entre la jetée et les bateaux, ancrés non loin.","A La Tranche sur Mer, chercher les indications ""L'embarcadère"".","NO","ONO","- Spot de repli","- Ne fonctionne que par grosse houle","Tous niveaux","Sand"
"43.5997","-1.47254","Plage Centrale, Labenne","/surf-info/plage-centrale-labenne-s1199.html","Labenne est devenu le nouvel eldorado du tube de shorebreak pour tous ceux qui veulent fuir la foule d'Hossegor. Attention, ces vagues sont élitistes et marchent rarement. Il y a moyen de dégoter quelques pépites d'une tubularité renversante. Pas sérieux s'abstenir.","A 5km de la D810 (ex-RN10) par la D126","NE","ONO","- Tubes parfaits","- Forts courants","Tous niveaux","Sand"
"45.0013","-1.20519","Lacanau","/surf-info/lacanau-s1043.html","Très grande plage avec une multitude de spot, Lacanau Océan offre un large choix à la demande ! Cependant on y voit se déverser le flux le plus régulier de ''waveriders'' bordelais en mal de vagues. Avec une petite dizaine d'écoles de surf dont le plus gros surfclub de France et autant de surfshops, on n'a que l'embarras du choix question accueil. La plage nord est la plus accessible pour un check rapide devant la Maison de la Glisse. Ce spot est accesible pour tous les niveaux, cependant, la taille et la puissance des vagues peuvent surprendre les débutants. ","Relativement proche de Bordeaux (une petite heure), l'accès se fait par la rocade, sortie 8. Il suffit de suivre ""Lacanau Océan"" et vous y arriverez sans trop de soucis.  ","ENE","NO","- Excellent spot, - Puissant et tubulaire avec un vent offshore , - Spot qui fonctionne régulièrement bien , - Tout est à disposition : parkings, douches, tous types de commerces...","- Digues, - Baïnes, - Courants, - Les zones baignades, - Accès difficile l'été (bouchons), - Beaucoup de monde à l'eau l'été,  ","Tous niveaux","Sand"
"43.4141","-1.62781","Lafitenia, Saint Jean de Luz","/surf-info/lafitenia-saint-jean-luz-s1218.html","Si l'Aquitaine manque cruellement de pointbreaks, la baie de Lafiténia fait exception avec ces droites souvent comparées à ''Bells Beach'' en Australie. Les vagues permettent un surf tout en cut-backs avec des marches d'escalier assez difficiles à négocier notamment au take-off.  Le déferlement est rarement parfait mais ça peut être long si l'on a la chance de connecter jusqu'au bord. ","De St-Jean de Luz, remonter vers le Nord par la N10. La plage de Lafiténia se trouve entre St-Jean de Luz et Guéthary. Par l'A63, prendre la sortie 3 et remonter au nord de St-Jean de Luz.","SE","NO","- Une droite très sympa","- Rochers présent un peu partout, - Attention aux règles de sécurité , - Courant","Expérimenté","Reef"
"44.7973","-1.23764","Le Grand Crohot","/surf-info/le-grand-crohot-s1045.html","L'avantage du Grand-Crohot c'est la proximité du Cap Ferret sans l'inconvénient de son accès en entonnoir qui bouchonne terriblement l'été. Comme partout sur le cordon dunaire aquitain, on peut y trouver des baïnes avec des pics de rêve comme un banc du large droit et sans faille qui fait fermer irrémédiablement la houle.","Depuis Lège Cap-Ferret, prendre la D106 plein ouest","E","O","- Personne l'hiver, - Des bancs de sable de rêve possible","- Irrégularité des bancs de sable","Tous niveaux","Sand"
"45.4341","-1.15584","Le Gurp","/surf-info/le-gurp-s1046.html","Le Gurp est devenu un spot de repli quand les longues houles de plus de 3m saturent le littoral girondin de la Côte d'Argent. C'est toujours plus gros dans l'eau que depuis la plage avec des longs et puissants tubes bien creux. ","Via Montalivet au sud ou par la route des Lacs (D101) via Vendays. A l'arrivée, grand parking sur la dune avec un check ultra-rapide.","E","O","- Tubes, - spot de repli","- Forts courants, - Baïnes","Tous niveaux","Sand"
"43.1316","6.36725","Le Lavandou","/surf-info/le-lavandou-s1047.html","Pour ce spot méditerranéen du Lavandou, les conditions optimales doivent etre réunies pour qu'il fonctionne. Vous aurez plus de chance en hiver d'y trouver des vagues.","- Rare","SE","SE","- Bonne atmosphère, - Peu de monde","- Rare","Tous niveaux","Sand"
"44.8911","-1.22189","Le Porge","/surf-info/le-porge-s1049.html","Question vagues, c'est toujours la même histoire sur cette côte girondine rectiligne, elle est capable du meilleur comme du pire. Beaucoup moins de monde qu'à Lacanau - niveau des surfeurs moyen - bonne droite qui marche au montant à la centrale.","Situé entre Lacanau et Le Cap-Ferret. Depuis Bordeaux sortie Rocade N°9 ""St Medard en Jalles"" puis suivre ""Hastignan"" (toutjours tout droit). Quelques kilomètres plus loin, est après de nombreux ronds-points, prendre à gauche (sur un rond point également) Direction ""Le Porge"". ","E","O","- Beach-break puissant","- Beaucoup de monde en été","Tous niveaux","Sand"
"43.2616","5.36889","Le Prado","/surf-info/le-prado-s1050.html","Bienvenue à ""Epluchure Beach"". Le spot a été renommé ainsi en raison de la forte pollution qui le touche. Cela reste un spot urbain au c?ur de Marseille accessible aux débutants. Les amateurs de shortboard seront d?ailleurs déçus des conditions. Il y a 4 plages au Prado (Roucas Blanc, Borély, Bonneveine et Vieille Chapelle) séparées par 2 digues en T et deux petites digues. C'est sur Bonneveine qu'on trouve les meilleures vagues.","Une fois à Marseille, suivre la Corniche depuis le Vieux Port ou prendre l'avenue du Prado depuis le Centre.","NE","O","- Vagues molles (pour les débutants), - Longboard","- La pollution, - La foule en été","Tous niveaux","Sand"
"46.2572","-1.51811","Le Ptit Bec","/surf-info/le-ptit-bec-s1048.html","Longue de 25 km, l'île de Ré est moins généreuse en spot que sa voisine Oléron. Elle ne se surfe qu'entre la mi-marée et la marée haute. Et le petit bec, à l'est de la Pointe Nord du Phare des Baleines, ne fait pas exception à la règle. Le peak du Petit Bec se situe juste à côté du spot de Lizay","Par le pont à péage (16.5? pour les Continentaux, 9? hors Juin-Sept.). Sur la route direction ""Les Portes en Ré"" et arrivé au village ""La Rivière"", tourner à la 2eme gauche (1ere sens interdit) ensuite 1ere à droite et tout droit vers les parkings de la plage.","SO","NO","- Vague rapide","- Grande fréquentation l'été, - Récif au bord, - Quelques dalles au peak","Tous niveaux","Sand"
"45.5538","-1.09829","Le Verdon Sur Mer","/surf-info/le-verdon-mer-s1052.html","Attention le surf est interdit durant la période estivale. Quelques petites vagues à prendre par Mistral ou vent de sud pour mettre les kids à l'eau sans trop de risques. Spot de repli par grand vent de sud ou grosses houles, quand c'est en vrac ailleurs. ","Direction l'Arquet et poursuivre direction Carro. On ne peut pas rater le parking.","NNE","OSO","- Puissance de la vague","- Rochers sur les bords, - Courants","Expérimenté","Sand"
"46.0126","-1.33197","Les Boulassiers, La Bree Les Bains","/surf-info/les-boulassiers-bree-bains-s1053.html","Deux fois plus grande que Ré et mieux exposée à l'ouest, l'île d'Oléron donne une palette de spots dans toutes les conditions de vents et de marées. Tout à la pointe Nord se trouve le reef des Boulassiers aux gauches un peu molles mais facile à surfer.","Par le pont à puis 33km (40min) depuis Bourcefranc (continent). Par D734 jusqu'au phare. Accès galère jusqu'aux vagues (500m sur le reef, 10 min)","OSO","NNO","- Tranquille, - Du monde quand ca marche","- Rochers","Tous niveaux","Reef"
"46.6058","-1.85827","Les Dunes, Bretignolles","/surf-info/les-dunes-bretignolles-s1055.html","La plage des dunes, n?est pas un spot dangereux. Il capte une longue houle avec des vagues qui déroulent parfaitement.","De St Gilles Croix de Vie, prendre la D38 direction Brétignolles ; environ 10km de route pour accéder à la plage des Dunes, après un gros rond-point, un panneau indique la Plage des Dunes. ","E","OSO","- Bon spot pour progresser","- Un peu de courant","Tous niveaux","Sand"
"43.6871","-1.442","Les Estagnots, Seignosse","/surf-info/les-estagnots-seignosse-s1056.html","Même si le surf n?a d?yeux que pour Hossegor, le spot Sud de Seignosse qui offre des barrels parmi les plus longs de la région. Les vagues n'y sont pas toujours « worldclass » mais le profil de plage est souvent adapté à ces gauches et droites délimitées par la configuration des baïnes.","A Seignosse prendre ""Les Estagnots"" puis se diriger vers la plage.","ESE","NNO","- Belle et longue gauche","- Qualité variable selon les bancs et les baïnes,  ","Expérimenté","Sand"
"46.16","-1.36","Les Grenettes, Sainte Marie de Re","/surf-info/les-grenettes-sainte-marie-re-s1057.html","Le spot, situé sur la hameau de la Noue, est le plus fréquenté pour sa régularité et son accessibilité. La côte y est formée de petites falaises qui surplombent une mince plage . Le fond de reef ensablé est jonché de coffrages de bois avec quelques restes d'écluse à poissons (attention).","Par la côtière (D375) du phare des Baleines, puis 6km jusqu'à la Noue","ENE","O","- Pour tous les niveaux de surf","- Reef à marée basse, - Beaucoup de monde","Tous niveaux","Sand"
"46.0033","-1.39171","Les Huttes","/surf-info/les-huttes-s1058.html","La plage des Huttes est située au Nord-Ouest de l'ile, avec une zone réservée au kite au Nord du spot. En été, le spot est très fréquenté.","Suivre la route principale de l'île en direction du Nord (Saint-Denis), puis tournez à gauche au panneau « les Huttes ». Les Huttes se trouvent à 3,5 km de Saint Denis d'Oléron.b","NE","O","- spot semi repli","- Courants, - Bouées, digue, - Reef à marée basse","Tous niveaux","Sand"
"43.4995","-1.54342","Le Club, Anglet","/surf-info/le-club-anglet-s1208.html","Avec ses 3.5km de plages, Anglet est probablement la commune de France la plus surfée à l'année avec des conditions extrêmement constantes et notamment le spot des sables d'or.","A63 Sortie Bayonne Sud/Anglet, suivre Anglet Sud et Anglet Cinq Cantons, puis suivre Chambre d'Amour","ESE","O","- L'ascenseur","- Le monde à l'eau","Tous niveaux","Sand"
"43.2707","5.36124","Marseille","/surf-info/marseille-s1060.html","Bienvenue à ""Epluchure Beach"". Le spot a été renommé ainsi en raison de la forte pollution qui le touche. Cela reste un spot urbain au c?ur de Marseille accessible aux débutants. Les amateurs de shortboard seront d?ailleurs déçus des conditions. Il y a 4 plages au Prado (Roucas Blanc, Borély, Bonneveine et Vieille Chapelle) séparées par 2 digues en T et deux petites digues. C'est sur Bonneveine qu'on trouve les meilleures vagues.","Une fois à Marseille, suivre la Corniche depuis le Vieux Port ou prendre l'avenue du Prado depuis le Centre.","NE","O","- Vagues molles (pour les débutants), - Longboard","- La pollution, - La foule en été","Tous niveaux","Sand"
"43.816","-1.40862","Messanges","/surf-info/messanges-s1061.html","Bon pic gauche/droite devant le camping du Vieux Port (plage sud). Autres pics plus au nord. La gauche marche très bien à marée basse.","Autoroute A63 puis accès par Magescq sortie N°10","SE","NNO","- Bon potentiel, - Tranquillité","- Courants","Tous niveaux","Sand"
"44.2154","-1.30013","Mimizan","/surf-info/mimizan-s1062.html","De part et d'autre du courant, Mimizan-Plage présente une longue façade maritime dont un belvédère nord qui court sur 4 plages (Garluche, Goëlands, Cormorans, Mouettes). Mais Mimizan a deux inconvénients : la ville abrite une manufacture de papier qui répend une odeur nauséabonde quand le vent est offshore... C'est au moins un bon indicateur. Et comme tout beach-break, ce n'est pas toujours propre et calé, surtout en été.","6 kms depuis Mimizan-Bourg. Commencer par les plages Nord comme la Garluche avec un grand parking avec vue sur le spot. Autre parking du Belvédère au nord. Les plages sont plus larges au sud.","NE","NO","- Pas surpeuplé, - Des zones sauvages","- L'odeur, - Le manque de consistance","Tous niveaux","Sand"
"43.8512","-1.39819","Moliets, Plage des chenes lièges","/surf-info/moliets-plage-chenes-lieges-s1063.html","Il n'est pas toujours simple de checker les conditions à Moliets puisque son accès principal est restreint et souvent on se gare loin. Entre le camping St-Martin au nord et le Golf au sud, on ne trouve que peu d'accès pratiques pour mater les bancs de sable. Mieux vaut savoir où on cherche ! On trouvera de bons bancs qui restent bien en place au Nord grêce au courant du Huchet, et vers le Sud dans un coin plus tranquille.","Route des lacs aprés Messange, puis Moliets plage (3kms depuis Moliets-et-Maa sur la D652).","ESE","ONO","- Les bons bancs","- Forts courants, - Baïnes","Tous niveaux","Sand"
"45.3785","-1.16313","Montalivet","/surf-info/montalivet-s1064.html","Montalivet-les-Bains présente l'avantage d'un Front de Mer d'où l'on peut observer l'ensemble des spots. De là, on peut identifier les bonnes baïnes.","De Bordeaux direction Lesparre médoc puis Montalivet. Passer par Vendays-Montalivet, puis prendre la D102 direction Montalivet les Bains (10 km). Arrivée sur le parking du Front de Mer.","ENE","O","- Bon spot médocain, - Banc de sable qui marche, - Spot de repli","- Houle plus petite qu'au sud","Tous niveaux","Sand"
"43.6918","7.2549","Nice","/surf-info/nice-s1065.html","Sans nul doute, Villefranche-sur-Mer est le spot le plus esthétique des Alpes-Maritimes. Ce pic droite-gauche niché au fond de la baie de Villefranche est dangereux, notamment sur la droite qui se lève violemment. Il faut ramer un bon quart d'heure avant d'arriver au spot. ","A 12 km à l'Ouest de Monaco et 5 km à l'Est de Nice, la baie de Villefranche est facile à trouver, avec le Cap Ferrat au loin.","OSO","S","- Gauches moins délicates à négocier, - Marche très rarement","- Le monde à l'eau, - Réservé aux surfeurs expérimentés","Expérimenté","Reef"
"43.5208","3.92433","Palavas Les Flots","/surf-info/palavas-flots-s1066.html","La plage des Coquilles est la plage la plus populaire de Palavas. Collée à l'Est du port de plaisance, la digue facilite l'accès au pic. De chaque côté du canal du Prévost on trouve des gauches rive droite et des droites rive gauche. On trouve aussi des droites à la Mairie. Compte tenu de la faible pente du fond, les vagues y sont souvent faiblardes.","Plein centre de Palavas","SE","SE","- Pour les grands débutants qui veulent se mettre à l'eau","- Le calme plat, - Attention à la horde de touristes","Tous niveaux","Sand"
"48.817","-3.45378","Perros Guirec","/surf-info/perros-guirec-s1067.html","Trestraou tient la taille jusque 2m et bizarrement, le spot s?améliore en qualité sur les grosses houles.","Dans le centre de Perros-Guirec .","SO","O","- Vagues facilement accessibles pour tous les niveaux","- Bonnes conditions assez rare, - Shore-break sur les galets","Tous niveaux","Sand"
"46.2594","-1.5112","Pointe Du Lizay","/surf-info/pointe-lizay-s1068.html","Le lizay est un spot où l'on trouve une vague rapide en gauche et un peu molle en droite. Jusqu'à 1,5m, c'est pour tout le monde mais au delà, c'est une vague puissante qui devient difficile et dangereuse surtout en gauche.","Sur la route direction ""Les Portes en Ré"" et arrivé au village ""La Rivière"", tourner à la 2eme gauche (1ere sens interdit) ensuite 1ere à droite et tout droit vers les parkings de la plage.","SE","NNO","- Meilleur spot de l'ile","- Bon niveau de surf requis, - Dalle rocheuse","Tous niveaux","Sand"
"47.2625","-2.34674","Pornichet","/surf-info/pornichet-s1069.html","Très bon spot mais il faut avoir de la chance pour y trouver de bonnes vagues. Accès au peak très facile . ","Sur l'axe Nantes-St Nazaire prendre la sortie La Baule / Guerande. Une fois sur l'axe La Baule-Guerande prendre la sortie Pornichet, c'est bien indiqué. Le spot est juste a côté du port.","OSO","O","- Bon l'hiver !, - Bien pour les débutants","Aucun danger particulier","Tous niveaux","Sand"
"47.8334","-4.35292","Pors Carn","/surf-info/pors-carn-s1070.html","Moins de monde qu'à la Torche mais des vagues plus creuses, Pors Carn a tout pour plaire.","Depuis Plomeur, prendre la direction de la Pointe de Penmarc'h par la D785 puis la Torche jusqu'au grand parking.","ESE","O","- La bonne surprise d'y voir moins de monde qu'à la torche","- Zone de surf dangereuse, - Courants","Tous niveaux","Sand"
"48.8204","-3.43228","Pors-nevez","/surf-info/pors-nevez-s1071.html","Le spot tient la taille jusque 2m et bizarrement, le spot s?améliore en qualité sur les grosses houles.","Dans le centre de Perros-Guirec .","SO","O","- Vagues facilement accessibles pour tous les niveaux","- Bonnes conditions assez rare, - Shore-break sur les galets","Tous niveaux","Sand"
"47.5222","-3.15528","Port Blanc, Quiberon","/surf-info/port-blanc-quiberon-s1072.html","Pour les surfeurs confirmés, vous trouverez à Port Blanc un ascenseur le long de la falaise. Si ça sature allez a l'isthme (fort de penthievre, direction le continent) gradient de vague jusqu'à sainte barbe.","La presqu'île fait 2.5km sur 10 de long mais en été, la circulation est ralentie. La Côte Sauvage est assez bien indiquée.","NE","OSO","- Vagues rapides","- Vagues qui ferment, - Le monde à l'eau","Expérimenté","Sand"
"47.516","-3.15162","Port Rhu, Quiberon","/surf-info/port-rhu-quiberon-s1172.html","La Péninsule de Quiberon renferme peut-être la plus grande densité de spots de surf de tout le Morbihan. Notamment le long de la Côte Sauvage, qui, sur 2 km, aligne 4 plages : Port-Blanc, Port-Marie, Port-Rhu et Port-Bara. Ce dernier est le spot le plus accessible de tous, favorable aux gauches et bien protégé des vents de N-O par la Pointe du Percho. Depuis 1987, la licence de la FFS est obligatoire pour surfer sur la Côte Sauvage.","La presqu'île fait 2.5km sur 10 de long mais en été, la circulation est ralentie. L'accès y est simple et bien indiqué. Suivre Quiberon puis la Côte Sauvage. ","E","O","- Sature que très rarement, ce spot tient bien la taille , - Les vagues sont souvent de qualité, - Plusieurs parkings ","- Falaises rocheuses, - Forts courants, - Fréquentation importante du spot, surtout en été","Tous niveaux","Sand"
"45.6158","-1.01635","Royan","/surf-info/royan-s1074.html","La Conche de Pontaillac, toute proche du centre ville de Royan est bien abritée du vent et des swells massifs de l'hiver. Dès que ça marche, on trouve pas mal de surfeurs qui sont là autant pour les vagues que pour le décor. La teinte de l'eau est forcément influencée par l'estuaire.","Par l'avenue de Pontaillac ou par le Blvd de la Falaise, essayer de se garer devant l'Esplanade et le Casino ou devant le Front de Mer.","NE","SSO","- Spot pour débutants,  ","- Ne fonctionne que par grosses houles, - La foule l'été","Tous niveaux","Sand"
"45.625","-1.05322","Royan Pontaillac","/surf-info/royan-pontaillac-s1075.html","La Conche de Pontaillac, toute proche du centre ville de Royan est bien abritée du vent et des swells massifs de l'hiver. Dès que ça marche, on trouve pas mal de surfeurs qui sont là autant pour les vagues que pour le décor. La teinte de l'eau est forcément influencée par l'estuaire.","Par l'avenue de Pontaillac ou par le Blvd de la Falaise, essayer de se garer devant l'Esplanade et le Casino ou devant le Front de Mer.","NE","SSO","- Spot pour débutants,  ","- Ne fonctionne que par grosses houles, - La foule l'été","Tous niveaux","Sand"
"43.39","-1.68256","Socoa","/surf-info/socoa-s1221.html","Spot de repli du Pays Basque, ce spot ne fonctionne que lorsque la houle sature sur les plages exposées et plutôt à marée haute (exceptés les jours de gros coefficients et avec une houle moyenne). Beaucoup de locaux les jours où çà marche.","Suivre Saint Jean de Luz Sainte Barbe","SE","NO","- Houle bien orientée","- Forts courants, - Bonne rame , - parking payant","Expérimenté","Reef"
"43.3292","5.10513","L'hermitage, Sausset","/surf-info/hermitage-sausset-s1076.html","Sausset-Les-Pins dont la Corniche, à l'est du Port, propose les vagues les plus abordables du coin. Entre le Menhir et la Dalle se trouvent 3 plages délimitées par des épis rocheux d'une cinquantaine de mètres. Les vagues cassent sur un reef couvert de gros galets, qui donne des vagues assez creuses, voire tubulaires ! Des vagues pour tout le monde.","En provenance de Marseille par autoroute, prendre la sortie 8. Emprunter ensuite la voie rapide de la Côte Bleue (D9) et prendre à l'est du port pour suivre la Corniche, il suffit de se garer sur les parkings en épis, côté terre.","NO","SSE","- Spot qui tube parfois, - Très fréquenté quand ça marche","- Rochers à la pointe, - Plage de gros galets","Tous niveaux","Reef"
"46.5535","-1.83772","Sauveterre","/surf-info/sauveterre-s1077.html","On trouve un pic rocheux nommé les pierres noires en face du parking. Cette dalle se surfe, pour les riders confirmés uniquement. Sur la droite du spot, il s'agit d'un beach break sans danger particulier.","Par le nord, arriver par la D80 (Route des Amis de la Nature), rentrer dans Sauveterre et prendre à droite par la route de la Mer. Parking à l'arrivée et 2 accès plage : 1 en face, l'autre à 500m vers le nord.","NE","NO","- Pour tous les niveaux","- Le reef à gauche","Tous niveaux","Sand"
"43.6977","-1.43666","Les Bourdaines, Seignosse","/surf-info/les-bourdaines-seignosse-s1189.html","On trouve au Penon une belle plage qui s?étire sur des kilomètres dans les deux directions. Offrant plusieurs spots notamment vers le sud avec la plage des Bourdaines et des Estagnots, on peut y surfer à marée haute comme à marée basse. En fonction de la houle, ces spots sont accessible à tous niveaux ce qui engendre une forte fréquentation en période estivale et lorsque les conditions annoncent de bonnes sessions ! Les vagues sont sympas,  puissantes mais attention au courant qui est parfois important. ","De l'A63, prendre la sortie 10 vers Soustons puis Seignosse. Traverser la ville vers Seignosse plage. Au Nord vous retrouverez Le Penon et au Sud, la plage des Bourdaines et des Estagnots. ","E","O","- Bons bancs de sable, - Fonctionne souvent, marée haute comme basse,  ","- Courants forts, - Baïnes présentes, - Fréquentation en hausse ","Tous niveaux","Sand"
"49.5502","-1.86503","Diélette","/surf-info/dielette-s1130.html","Cette longue plage de 15 km entre Vauville et Siouville, donne un nombre incalculable de pics derrière des petites dunes. La partie sud vers Siouville est très fréquentée, notamment par les wind surfers par vent de sud-ouest. C'est probablement le beachbreak le plus régulier de toute la Normandie. Ce spot offre parfois de bonnes conditions pour le surf. ","Quitter Cherbourg et suivre direction de Barneville-Carteret. Ensuite, toujours tout droit jusqu'à ce qu'un panneau indique Siouville. Suivre cette direction jusqu'à la grande plage. A vous de choisir le meilleur pic. ","ENE","ONO","- L'un des meilleurs spots du Cotentin, - Plusieurs pics accessibles, - Vagues rapides","- Grande fréquentation l'été, - Quelques rochers,  ","Tous niveaux","Sand"
"45.515","-1.13172","Soulac","/surf-info/soulac-s1080.html","Ce spot fait partie des spots de repli girondins. Cependant, mefiez-vous de la puissance des vagues. Bien faire attention au courant intense sur ce spot proche de l'estuaire.","Suivre Lacanau depuis bordeaux puis prendre direction ""le pian medoc"" et toujours tout droit sur la route du Médoc jusqu'à Soulac","E","O","- Spot visible en voiture","- Courants","Tous niveaux","Sand"
"43.777","-1.42082","Soustons","/surf-info/soustons-s1081.html","Spot tranquille avec parking derière la dune. Petite marche de 5 min avant d'arriver en haut. Bonne vue sur la forêt landaise en haut. Multiples pics gauche-droite tout le long de la plage.","Sortie Soustons de la N10, direction Soustons Plage","E","ONO","- Possibilité d'être complètement seul","- Courant fort","Tous niveaux","Sand"
"46.6891","-1.94176","Saint Gilles Croix De Vie","/surf-info/saint-gilles-croix-vie-s1082.html","La Vendée abrite une mine de spots entre Les Sables d'Olonne et St-Gilles Croix de Vie. Le remblai de la plage de St-Gilles est l'un des grands carrefours de ce surf Vendéen. On surf ici toute l'année, à toutes les marées mais les conditions ne sont pas pour autant tout le temps présentes. Il faut se méfier du courant qui peut rapidement vous faire dériver. Le meilleur moment pour surfer est à marée montante. ","De la Roche-sur-Yon, prendre la D948 en direction de Aizenay puis la D6 vers St-Gilles-Croix-de-Vie. Arrivé au niveau du port, prendre direction la Grande Plage (le remblai) et longer jusqu'à trouver de la place.","ENE","ONO","- Bon spot pour débuter, - Considéré comme un spot de repli","- Le courant vous fait dériver rapidement , - Le backwash ","Tous niveaux","Sand"
"43.9522","-1.36721","Saint Girons","/surf-info/saint-girons-s1083.html","Saint Girons Plage est une petite ville balnéaire très familiale. Pas la peine de chercher du gros surf ici, en revanche c'est parfait pour les débutants","Suivre la direction de Vielle Saint-Girons puis Saint-Girons Plage.","E","O","- Spot pour débutants","- Inconsistant","Tous niveaux","Sand"
"43.6472","7.20897","Saint Laurent Du Var","/surf-info/saint-laurent-var-s1084.html","Spot d'estuaire avec courants assez forts, vagues sympas quand ça marche mais eau boueuse et froide parfois due au Var.","Plage de St Laurent du Var à l'embouchure du Var.","SE","S","- Spot assez consistant","- Pollution, - Courant","Tous niveaux","Sand"
"48.8219","-3.3548","Trestel, Trevou Treguignec","/surf-info/trestel-trevou-treguignec-s1085.html","Surplombée par une falaise à l'ouest, la plage de Trestel s'étend sur environ un kilomètre de sable fin. ","En provenance de RENNES :  direction BREST/ST-BRIEUC (N12/E50). Après GUINGAMP, prendre la sortie LANNION. A LANNION, prendre la directionPERROS-GUIREC, tourner à droite au 3ème rond-point direction LOUANNEC/TRELEVERN/TREVOU, puis tourner au feu à gauche.","OSO","N","- Bon pour les débutants","- Manque de puissance, - Rochers aux extrémités de la plage","Tous niveaux","Sand"
"49.36","0.06475","Deauville","/surf-info/deauville-s1127.html","A l'est de l'estuaire de la Touques, se retrouvent les surfeurs du coin sur un spot appelé « Le Phare ». Exposés N-O, ces bancs de sable offrent pas mal d'espace mais une longue marche sur le sable et de la rame pour rejoindre le line-up car le profil de plage est quasi-plat. L'autre option consiste à attendre la marée haute pour surfer l'Aquarium, qui casse près du bord, avec un peu plus de puissance mais moins de fréquence.","Parking près du Casino, traverser la Promenade des Planches.","ONO","NO","- Petites vagues sympas","- Peu de puissance","Tous niveaux","Sand"
"43.3849","-1.75287","Vanthrax, Hendaye","/surf-info/vanthrax-hendaye-s1087.html","Spot de gros du Pays Basque révélé au grand public il y a peu qui est en fait une vague qui éclate à plusieurs mètres du bord sur un haut fond rocheux. Cette vague fonctionne occasionnellement dans l'année et est prisée des surfeurs et bodyboardeurs (surtout locaux).","A63 sortie Hendaye puis se diriger à l'est de la baie, vanthrax se trouve quelque part sur la pointe rocheuse","SE","NNO","- Pour les meilleurs, ils se régaleront","- Attention !!! Réservé aux pros ! Extrêmement dangereux par la taille de la vague et le reef.","Pro","Reef"
"45.88","-1.27","Vert Bois, Le Grand Village Plage","/surf-info/vert-bois-grand-village-plage-s1088.html","C'est entre Vert-Bois au nord et St-Trojan qu'on surfe le plus souvent sur l'île d'Oléron. Vert-Bois capte un peu moins la houle qu'au sud mais en hiver c'est un avantage quand les houles sont fréquentes et que, vu le profil plat des plages, celles de plus de 2-3m viennent heurter le fond très tôt et commencent à déferler à plusieurs centaines de mètres du bord.","Emprunter le pont d'Oléron pour accéder à l'Ile (gratuit) et suivre ""Grand Village Plage"" puis Vert Bois.","ENE","NO","- Bon spot pour débuter, - Spot de repli","- Manque de puissance parfois","Tous niveaux","Sand / Reef"
"49.8566","0.600858","Veulettes","/surf-info/veulettes-s1089.html","","","","","","","",""
"43.7908","-1.41651","Vieux Boucau","/surf-info/vieux-boucau-s1090.html","Le banc de sable de la Grande Plage offre souvent de très bonnes conditions. Bien connu des surfeurs locaux avec pas mal de monde pour prendre les bonnes vagues, souvent à marée haute. Le spot de la Sud propose de bonnes gauches tubulaires et, même si elles ferment régulièrement, les droites peuvent parfois être de bonne qualité. Attention aux baïnes du nord des Sablères, elles ne sont pas en reste. ","En provenance de Soustons, prendre la D652 jusqu'à Vieux Boucaux puis traverser la ville pour atteindre les plages, très accessibles. ","ENE","NO","- Un spot landais typique, - Fonctionne régulièrement","- Baïnes très dangereuses, - Beaucoup de monde en été, - Courants forts","Tous niveaux","Sand"
